ï»¿id,question_id,timestamp,concept,sub_concept,bloom_level,question_stem,option_a,option_b,option_c,option_d,correct_option,a_explanation,b_explanation,c_explanation,d_explanation,main_explanation,model_used,source,relevance,bloom_score,accuracy,explainability,bloom_level.1,justification,bloom_mismatch,topic,topic_inferred
,1794.0,xxx,"J6 Ã¢â¬â Errors, Exceptions & I/O",J6.3.3 Write to files using PrintWriter(File),Apply,Which class is commonly used for basic file output (writing data) in Java? 49,File,Scanner,System.out,PrintWriter,D,"Represents the path, not the stream.",Used for reading input50.,Used for terminal output51.,Correct. Used for writing data to files52.,"The PrintWriter class is typically used for basic text file output, allowing you to write formatted data to a file53.",,,,,,,,,,File I/O and Exception Handling,File I/O and Exception Handling
,1799.0,xxx,"J6 Ã¢â¬â Errors, Exceptions & I/O","J6.1.2 Interpret common runtime error messages (division by zero, AIOOBE)",Apply,"If a program is supposed to read an input from a file but the input is corrupted or unexpected, which type of error is most likely to be encountered during processing?",Syntax Error,FileNotFoundException,Logic Error,"Runtime Error (e.g., InputMismatchException)",D,The code itself is syntactically fine.,This specifically means the file path is wrong.,"The failure is immediate, not subtle.",Correct. Reading unexpected data often leads to input exceptions that cause the program to abort.,"Reading data that doesn't match the expected type (e.g., reading a string when nextInt() is expected) leads to an InputMismatchException at runtime, causing the program to abort.",,,,,,,,,,File I/O and Exception Handling,File I/O and Exception Handling
,1801.0,xxx,"J6 Ã¢â¬â Errors, Exceptions & I/O",J6.2.2 Wrap risky code in try and handle with catch,Apply,Which statement must be used inside the try block to interrupt the flow and immediately jump to the appropriate catch block? 80,catch,throws,throw,return,C,Used to define the handling code.,Used in the method signature to delegate error handling81.,Correct. The throw verb explicitly signals an exception82.,Exits the method normally.,The throw statement is used inside the try block (or any method) to explicitly signal an error by creating and launching an exception object83.,,,,,,,,,,File I/O and Exception Handling,File I/O and Exception Handling
,1803.0,xxx,"J6 Ã¢â¬â Errors, Exceptions & I/O",J6.3.1 Use File objects to refer to file paths,Apply,"Assuming a program is run in the root folder, which path will a File object use when created with new File(""my_data/file.txt"")? 87",An absolute path like C:/my_data/file.txt,A path relative to the current directory88.,A path on the user's desktop.,It will result in an immediate FileNotFoundException.,B,It is relative unless prefixed with a drive letter or /.,Correct. Paths default to being relative to the current directory89.,Only if the program is run there.,"The exception is thrown on open/read/write, not on File object creation90.","Since the path does not start with a drive letter or root directory (/), it is considered a relative path to the program's current working directory91.",,,,,,,,,,File I/O and Exception Handling,File I/O and Exception Handling
,1804.0,xxx,"J6 Ã¢â¬â Errors, Exceptions & I/O",J6.4.1 Use try-with-resources to auto-close Scanner/PrintWriter,Apply,"In a try-with-resources block using PrintWriter fout, where is the fout.close() method implicitly executed? 92","At the end of the try block, only if no exception occurred.",At the beginning of the catch block.,"After the try block completes, regardless of whether it completed normally or due to an exception.",Only if fout.close() is explicitly written in the try block.,C,It is executed even if an exception occurs93.,The catch block is for handling the exception.,Correct. The resource is auto-closed upon exiting the try block in any manner94.,The point of the syntax is to remove the need for explicit closing.,"The key feature of try-with-resources is that it guarantees the close() method of the resource will be called automatically when the try block is exited, ensuring resources are freed95.",,,,,,,,,,File I/O and Exception Handling,File I/O and Exception Handling
,1805.0,xxx,"J6 Ã¢â¬â Errors, Exceptions & I/O",J6.4.2 Handle FileNotFoundException and optionally IOException,Apply,"

```java
Given the following code: try (Scanner fin = new Scanner(new File(""file.txt""))) { ... } catch (Exception ex) { ... } Which type of exception will the single catch block handle?
```",Only FileNotFoundException,Only InputMismatchException,FileNotFoundException and any runtime exceptions that occur in the try block.,Only exceptions thrown by the Scanner object.,C,The general Exception class handles all sub-classes.,The Scanner throws other exceptions too.,Correct. Exception is a general type that catches FileNotFoundException (checked) and all runtime exceptions.,The try-catch structure handles any exceptions thrown within the try block.,"Since the catch block catches the general Exception class, it will handle the mandatory FileNotFoundException when the file is opened, as well as any Runtime Exceptions that might be thrown by the code inside the try block.",,,,,,,,,,File I/O and Exception Handling,File I/O and Exception Handling
,1809.0,xxx,"J6 Ã¢â¬â Errors, Exceptions & I/O",J6.3.3 Write to files using PrintWriter(File),Apply,"

```java
Which part of the following code actually writes the number 5 to the output file? try (PrintWriter fout = new PrintWriter(new File(""f.txt""))) { fout.printf(""%d"", 5); } 999999
```",PrintWriter,"new File(""f.txt"")","fout.printf(""%d"", 5)",try (...),C,The class that enables writing.,The object representing the path.,Correct. The printf method performs the output operation100.,The structure that handles resource closing.,"The fout.printf(""%d"", 5) line performs the actual writing of the formatted data (the number 5) to the PrintWriter's buffer, which is eventually flushed to the file101.",,,,,,,,,,File I/O and Exception Handling,File I/O and Exception Handling
,1810.0,xxx,"J6 Ã¢â¬â Errors, Exceptions & I/O","J6.1.1 Classify errors as syntax, runtime, or logic with examples",Apply,"

```java
Given the syntax error shown in the lecture: public static main(String[] args) { ... }, the error is due to which missing component? 102102102102
```",Class name,Return type,Statement terminator,String literal,B,The class name is ShowSyntaxErrors103.,Correct. The return type void is missing104104.,"The error message is ""invalid method declaration""105105.",The print statement is missing one106.,"

```java
The compiler generates an error because the return type (void) is missing from the main method signature: public static void main(...)107107107107.
```",,,,,,,,,,File I/O and Exception Handling,File I/O and Exception Handling
,1812.0,xxx,"J6 Ã¢â¬â Errors, Exceptions & I/O","J6.1.2 Interpret common runtime error messages (division by zero, AIOOBE)",Apply,Which expression will most likely result in an ArrayIndexOutOfBoundsException?,int x = 5 / 0;,String s = null; System.out.println(s.length());,int[] arr = new int[10]; arr[10] = 5;,int[] arr = new int[5]; arr[-1] = 5;,C,Results in an ArithmeticException.,Results in a NullPointerException110.,Correct. The maximum legal index is 9 (length - 1).,Results in an ArrayIndexOutOfBoundsException but is less likely than C.,"The maximum valid index in a zero-indexed array of length 10 is 9. Accessing index 10 is out of the bounds, which throws an ArrayIndexOutOfBoundsException111.",,,,,,,,,,File I/O and Exception Handling,File I/O and Exception Handling
,1814.0,xxx,"J6 Ã¢â¬â Errors, Exceptions & I/O",J6.2.3 Handle InputMismatchException when reading from Scanner,Apply,"When using a Scanner for console input, how should you attempt to recover after catching an InputMismatchException?",Use System.exit(0) to close the program.,Call input.nextInt() again immediately.,Use input.next() or input.nextLine() to consume the bad input.,Assign a default value to the variable and continue.,C,"This is a failure, not a recovery.",This will immediately throw the same exception again on the same bad token.,Correct. The token must be cleared from the input stream before retrying.,"You can assign a default, but the bad input still remains in the stream.","When InputMismatchException is caught, the invalid token is still sitting in the input stream. You must consume it (e.g., using input.next() or input.nextLine()) before attempting to read the desired type again.",,,,,,,,,,File I/O and Exception Handling,File I/O and Exception Handling
,1819.0,xxx,"J6 Ã¢â¬â Errors, Exceptions & I/O","J6.1.2 Interpret common runtime error messages (division by zero, AIOOBE)",Apply,"

```java
If you successfully run a program that attempts to access int[] arr = null; arr[0] = 5;, which exception will be thrown? 120
```",ArrayIndexOutOfBoundsException,ArithmeticException,NullPointerException,IOException,C,The array index is valid (0).,Unrelated to arithmetic.,Correct. Trying to access members of a null object throws this exception121.,Unrelated to file I/O.,Trying to access a member or element (arr[0]) of a reference variable (arr) that holds the value null results in a NullPointerException122.,,,,,,,,,,File I/O and Exception Handling,File I/O and Exception Handling
,1820.0,xxx,"J6 Ã¢â¬â Errors, Exceptions & I/O",J6.2.1 Explain the role of exceptions in JavaÃ¢â¬â¢s error model,Apply,"What is the term for the method body section that contains the recovery code, or statements that tell the program how to continue after an error is intercepted? 123123123123",throw,try,catch,throws,C,Used to signal the error124.,Used to enclose the risky code125.,Correct. The statements in the catch block handle the exception126126126126.,Used in the method signature to delegate error handling127.,The catch block is defined to contain the specific statements (STATEMENTS THAT HANDLE EXCEPTION_TYPE) that execute when the corresponding exception is intercepted128128128128.,,,,,,,,,,File I/O and Exception Handling,File I/O and Exception Handling
,1829.0,xxx,J7 Ã¢â¬â Abstract Methods,J7.6.1 Must implement,Apply,"If Pet2 has one abstract method says(), thenÃ¢â¬Â¦",Subclasses may ignore it,Subclasses must implement it,Pet2 must implement it,It becomes optional,B,Wrong.,Correct.,Abstract class cannot implement abstract method.,Wrong.,Subclasses must override all abstract methods.,,,,,,,,,,Abstract Classes and Interfaces,Abstract Classes and Interfaces
,1830.0,xxx,J7 Ã¢â¬â Polymorphism,J7.5.1 Polymorphic assignment,Apply,"

```java
Code: Pet2 p = new Dog4(""Spot"",""1234""); Which is true?
```",Illegal assignment,p can call Pet2-only methods,p can call Dog4-only methods,p refers to null,B,Legal.,Correct.,Requires downcast to Dog4.,Not null.,Polymorphism: reference type limits accessible methods.,,,,,,,,,,Inheritance and Polymorphism,Inheritance and Polymorphism
,1832.0,xxx,J7 Ã¢â¬â Dynamic Binding,J7.5.4 Runtime dispatch,Apply,"

```java
What prints? Pet2 p = new Dog4(""Spot"",""1""); System.out.println(p.says());
```",???,woof,meow,error,B,Not default.,Correct.,Cat sound.,Valid.,Dynamic binding chooses Dog4Ã¢â¬â¢s implementation.,,,,,,,,,,Classes and Objects,Classes and Objects
